LON,LAT,SOG,COG
18.305280350370715,-65.29724186,0.4,23.95297372060857
18.30528820707105,-65.29723733,0.4,24.666666666666664
18.305294989897536,-65.29723335,0.4,25.380359612724757
18.30529936961863,-65.29723048,0.4,26.094052558782845
18.30530241695917,-65.29722818,0.4,26.80774550484094
18.30530577336665,-65.29722566,0.4,27.521438450899037
18.30531108028857,-65.2972221,0.4,28.23513139695713
18.305319979158472,-65.2972167,0.4,28.94882434301522
18.30533094540761,-65.29721027,0.4,29.66251728907331
18.30533040789109,-65.29720981,0.4,30.3762102351314
18.30505498941305,-65.29746575,0.5771639042357274,13.714732965009212
18.30530656715688,-65.29722142,0.4,31.579661016949157
18.30526812128224,-65.29724068,0.4,32.8
18.305229430944795,-65.29726029,0.4003683241252302,33.95782688766114
18.305202018320976,-65.2972744,0.4224677716390423,31.42744014732965
18.30518660442302,-65.29728268,0.4445672191528545,28.89705340699816
18.3051813416876,-65.29728611,0.4666666666666667,26.366666666666667
18.305184382551374,-65.29728568,0.4887661141804788,23.836279926335177
18.305193879451043,-65.29728238,0.510865561694291,21.305893186003686
18.30520798482325,-65.29727719,0.5329650092081031,18.775506445672196
18.305224851104697,-65.2972711,0.5550644567219153,16.245119705340702
